id_proyecto,region,tipo_via,estado,contrato_soles,avance_pct,cpi,spi,_ingested_at,_source
PRY-0239,Puno,Bypass,Paralizado,11663136.96,30.6,1.106,0.901,20260405_211439,sqlserver_indumaq
PRY-0240,Arequipa,??,en ejecucion,12820503.21,999.0,0.948,1.113,20260405_211439,sqlserver_indumaq
PRY-0241,Tacna,??,en ejecucion,977709.0,64.6,0.91,0.93,20260405_211439,sqlserver_indumaq
PRY-0242,Puno,Puente,Concluido,4997834.72,20.6,1.07,1.006,20260405_211439,sqlserver_indumaq
PRY-0243,AREQUIPA,Regional,NULL,7973779.76,16.1,0.703,0.822,20260405_211439,sqlserver_indumaq
PRY-0244,,Puente,Concluido,6531323.06,90.4,1.016,0.931,20260405_211439,sqlserver_indumaq
PRY-0245,,??,en ejecucion,3853196.82,28.7,0.885,0.805,20260405_211439,sqlserver_indumaq
PRY-0246,Moquegua,Puente,NULL,4964174.42,18.0,1.111,0.936,20260405_211439,sqlserver_indumaq
PRY-0247,Puno,Trocha,Concluido,14208749.07,100.0,0.72,0.898,20260405_211439,sqlserver_indumaq
PRY-0248,Arequipa,Carretera Nacional,NULL,4765622.76,30.9,0.827,0.779,20260405_211439,sqlserver_indumaq
PRY-0249,Arequipa,Regional,NULL,5631609.6,12.5,0.934,1.033,20260405_211439,sqlserver_indumaq
PRY-0250,Tacna,??,Paralizado,553791.72,46.2,0.65,0.687,20260405_211439,sqlserver_indumaq
PRY-0251,Moquegua,??,en ejecucion,12753625.6,43.4,0.804,0.872,20260405_211439,sqlserver_indumaq
PRY-0252,Moquegua,??,en ejecucion,2745190.2,92.7,0.749,0.931,20260405_211439,sqlserver_indumaq
PRY-0253,Puno,Carretera Nacional,Planificado,3460091.99,13.4,0.912,0.911,20260405_211439,sqlserver_indumaq
PRY-0254,AREQUIPA,Regional,Planificado,4201335.5,9.1,0.951,0.861,20260405_211439,sqlserver_indumaq
PRY-0255,,??,Planificado,13327019.82,9.3,1.19,0.911,20260405_211439,sqlserver_indumaq
PRY-0256,arequipa,Regional,Planificado,-999.0,90.4,0.868,0.857,20260405_211439,sqlserver_indumaq
PRY-0257,,??,En ejecución,12064132.23,44.9,0.813,0.845,20260405_211439,sqlserver_indumaq
PRY-0258,arequipa,Bypass,Planificado,12216715.43,15.1,0.787,0.86,20260405_211439,sqlserver_indumaq
PRY-0259,Arequipa,Trocha,Paralizado,13941798.25,59.4,1.061,0.815,20260405_211439,sqlserver_indumaq
PRY-0260,Arequipa,Trocha,En ejecución,2175639.05,53.8,0.892,0.901,20260405_211439,sqlserver_indumaq
PRY-0261,arequipa,Puente,Paralizado,3650545.1,999.0,1.001,0.829,20260405_211439,sqlserver_indumaq
PRY-0262,Puno,Carretera Nacional,Planificado,11272025.24,60.3,0.728,0.697,20260405_211439,sqlserver_indumaq
PRY-0263,Cusco,??,en ejecucion,3342010.94,34.0,1.125,0.797,20260405_211439,sqlserver_indumaq
PRY-0264,Arequipa,??,En ejecución,4651778.43,23.8,0.842,0.807,20260405_211439,sqlserver_indumaq
PRY-0265,AREQUIPA,Puente,en ejecucion,2917752.91,51.0,0.93,0.8,20260405_211439,sqlserver_indumaq
PRY-0266,arequipa,Trocha,Paralizado,3004101.95,29.2,1.02,0.954,20260405_211439,sqlserver_indumaq
PRY-0267,Moquegua,Puente,Paralizado,7482523.64,22.2,0.886,0.875,20260405_211439,sqlserver_indumaq
PRY-0268,AREQUIPA,Trocha,En ejecución,-999.0,88.0,0.981,0.911,20260405_211439,sqlserver_indumaq
PRY-0269,arequipa,Trocha,NULL,5164615.47,15.6,1.059,0.824,20260405_211439,sqlserver_indumaq
PRY-0270,,Regional,Paralizado,6685611.69,28.1,0.624,0.897,20260405_211439,sqlserver_indumaq
PRY-0271,Puno,Puente,NULL,855947.69,38.6,1.072,1.168,20260405_211439,sqlserver_indumaq
PRY-0272,Puno,Regional,En ejecución,6130830.91,27.4,0.757,1.034,20260405_211439,sqlserver_indumaq
PRY-0273,arequipa,Puente,Paralizado,1864775.32,21.1,1.211,0.968,20260405_211439,sqlserver_indumaq
PRY-0274,AREQUIPA,??,en ejecucion,7656888.7,77.1,1.015,1.048,20260405_211439,sqlserver_indumaq
PRY-0275,Tacna,Trocha,Concluido,12473203.73,32.9,1.048,0.879,20260405_211439,sqlserver_indumaq
PRY-0276,Arequipa,??,Planificado,12367121.35,11.3,0.639,0.99,20260405_211439,sqlserver_indumaq
PRY-0277,,Trocha,Planificado,1666503.48,54.1,1.025,0.937,20260405_211439,sqlserver_indumaq
PRY-0278,Arequipa,Bypass,Concluido,9217802.49,12.5,1.026,0.731,20260405_211439,sqlserver_indumaq
PRY-0279,Moquegua,Regional,Concluido,12601502.54,35.8,1.002,0.955,20260405_211439,sqlserver_indumaq
PRY-0280,Cusco,??,En ejecución,3950601.87,88.2,1.218,0.989,20260405_211439,sqlserver_indumaq
PRY-0281,arequipa,Carretera Nacional,Paralizado,11547934.42,36.9,0.858,1.017,20260405_211439,sqlserver_indumaq
PRY-0282,Moquegua,Puente,en ejecucion,13416083.02,63.3,0.988,1.163,20260405_211439,sqlserver_indumaq
PRY-0283,Cusco,??,Planificado,12188800.2,51.5,1.12,0.706,20260405_211439,sqlserver_indumaq
PRY-0284,Tacna,Carretera Nacional,Concluido,2055864.96,13.8,0.936,0.868,20260405_211439,sqlserver_indumaq
PRY-0285,AREQUIPA,Bypass,NULL,631369.99,64.9,1.04,1.015,20260405_211439,sqlserver_indumaq
PRY-0286,Moquegua,Trocha,NULL,3279999.59,85.6,0.972,1.109,20260405_211439,sqlserver_indumaq
PRY-0287,AREQUIPA,Regional,Concluido,4421921.44,9.3,0.884,0.775,20260405_211439,sqlserver_indumaq
PRY-0288,AREQUIPA,Carretera Nacional,Concluido,9434653.36,75.4,0.911,0.805,20260405_211439,sqlserver_indumaq
PRY-0289,,Regional,Paralizado,6071961.04,69.0,0.837,0.943,20260405_211439,sqlserver_indumaq
PRY-0290,,Trocha,NULL,10699401.94,86.7,0.985,1.212,20260405_211439,sqlserver_indumaq
PRY-0291,arequipa,Regional,en ejecucion,5619586.93,10.4,0.844,0.858,20260405_211439,sqlserver_indumaq
PRY-0292,Moquegua,Regional,Concluido,-999.0,30.6,1.073,0.834,20260405_211439,sqlserver_indumaq
PRY-0293,Arequipa,??,en ejecucion,5034002.73,69.4,1.153,0.888,20260405_211439,sqlserver_indumaq
PRY-0294,Moquegua,Puente,Planificado,13322701.28,2.2,0.975,0.991,20260405_211439,sqlserver_indumaq
PRY-0295,Arequipa,Carretera Nacional,En ejecución,14398718.99,73.4,0.947,0.999,20260405_211439,sqlserver_indumaq
PRY-0296,Tacna,Bypass,En ejecución,3508934.64,85.8,1.173,0.883,20260405_211439,sqlserver_indumaq
PRY-0297,Cusco,Regional,Planificado,11932791.61,45.3,0.95,0.736,20260405_211439,sqlserver_indumaq
PRY-0298,AREQUIPA,Regional,En ejecución,4463556.68,43.4,1.017,0.869,20260405_211439,sqlserver_indumaq
PRY-0299,Moquegua,??,Concluido,13363407.38,27.8,0.806,0.896,20260405_211439,sqlserver_indumaq
PRY-0300,,Bypass,NULL,2900411.39,0.5,0.788,0.944,20260405_211439,sqlserver_indumaq
PRY-0301,,Carretera Nacional,Paralizado,10156418.82,18.6,0.888,0.929,20260405_211439,sqlserver_indumaq
PRY-0302,Tacna,Trocha,En ejecución,1721063.34,98.0,1.191,0.998,20260405_211439,sqlserver_indumaq
PRY-0303,arequipa,Puente,Planificado,14621453.2,86.7,0.901,1.149,20260405_211439,sqlserver_indumaq
PRY-0304,Arequipa,Bypass,Paralizado,10659183.5,26.7,0.942,1.013,20260405_211439,sqlserver_indumaq
PRY-0305,Cusco,Regional,Planificado,12706328.22,96.4,1.068,1.03,20260405_211439,sqlserver_indumaq
PRY-0306,Moquegua,Trocha,Concluido,8716705.42,36.8,0.886,0.775,20260405_211439,sqlserver_indumaq
PRY-0307,Moquegua,Puente,Planificado,7413619.78,29.8,1.044,0.634,20260405_211439,sqlserver_indumaq
PRY-0308,Puno,Bypass,NULL,9517294.68,15.3,1.065,0.851,20260405_211439,sqlserver_indumaq
PRY-0309,arequipa,Regional,Concluido,8166751.92,999.0,0.91,0.943,20260405_211439,sqlserver_indumaq
PRY-0310,,Carretera Nacional,En ejecución,7306073.15,98.7,0.658,0.872,20260405_211439,sqlserver_indumaq
PRY-0311,Moquegua,Bypass,Paralizado,11512028.65,32.7,0.917,1.055,20260405_211439,sqlserver_indumaq
PRY-0312,AREQUIPA,Regional,en ejecucion,3083913.85,70.3,1.066,1.08,20260405_211439,sqlserver_indumaq
PRY-0313,Tacna,Trocha,NULL,2981994.7,33.5,1.036,0.866,20260405_211439,sqlserver_indumaq
PRY-0314,,Bypass,Paralizado,6761718.43,10.5,0.695,0.734,20260405_211439,sqlserver_indumaq
PRY-0315,,Puente,en ejecucion,5150844.78,39.3,0.981,1.174,20260405_211439,sqlserver_indumaq
PRY-0316,Moquegua,Carretera Nacional,En ejecución,1574805.51,55.2,1.005,1.109,20260405_211439,sqlserver_indumaq
PRY-0317,Moquegua,Bypass,Planificado,12744822.14,12.3,0.907,0.901,20260405_211439,sqlserver_indumaq
PRY-0318,arequipa,??,NULL,11688240.7,81.8,0.998,0.763,20260405_211439,sqlserver_indumaq
PRY-0319,Puno,Bypass,NULL,8386861.75,49.7,0.969,0.895,20260405_211439,sqlserver_indumaq
PRY-0320,Puno,??,Concluido,14700205.79,23.4,0.792,0.928,20260405_211439,sqlserver_indumaq
PRY-0321,Puno,Carretera Nacional,Concluido,1552700.96,59.3,0.975,0.972,20260405_211439,sqlserver_indumaq
PRY-0322,arequipa,??,Concluido,11616704.86,79.3,0.961,0.81,20260405_211439,sqlserver_indumaq
PRY-0323,Moquegua,Trocha,En ejecución,4362370.68,32.8,0.73,0.941,20260405_211439,sqlserver_indumaq
PRY-0324,AREQUIPA,Puente,En ejecución,5844684.34,70.1,0.766,0.917,20260405_211439,sqlserver_indumaq
PRY-0325,Cusco,Regional,NULL,3679551.09,42.8,1.248,0.832,20260405_211439,sqlserver_indumaq
PRY-0326,Cusco,Trocha,en ejecucion,11941049.43,96.4,0.976,0.914,20260405_211439,sqlserver_indumaq
PRY-0327,Tacna,Regional,Paralizado,2591481.48,77.1,1.202,0.764,20260405_211439,sqlserver_indumaq
PRY-0328,Moquegua,??,Paralizado,12680242.12,35.6,1.024,0.991,20260405_211439,sqlserver_indumaq
PRY-0329,arequipa,Puente,Planificado,-999.0,1.8,1.098,0.721,20260405_211439,sqlserver_indumaq
PRY-0330,Puno,Trocha,en ejecucion,1355837.06,65.8,0.901,0.834,20260405_211439,sqlserver_indumaq
PRY-0331,Cusco,Bypass,En ejecución,12259235.11,19.8,0.866,0.818,20260405_211439,sqlserver_indumaq
PRY-0332,Moquegua,Trocha,En ejecución,9602457.88,12.2,0.805,1.162,20260405_211439,sqlserver_indumaq
PRY-0333,,Regional,Concluido,13622243.63,93.2,0.847,0.908,20260405_211439,sqlserver_indumaq
PRY-0334,arequipa,Bypass,en ejecucion,11356473.44,100.0,1.122,0.899,20260405_211439,sqlserver_indumaq
PRY-0335,arequipa,Carretera Nacional,en ejecucion,8636253.45,27.0,0.766,1.108,20260405_211439,sqlserver_indumaq
PRY-0336,,Trocha,En ejecución,12629934.12,30.2,1.096,0.93,20260405_211439,sqlserver_indumaq
PRY-0337,,Trocha,en ejecucion,4531728.46,16.5,0.862,0.96,20260405_211439,sqlserver_indumaq
PRY-0338,Puno,Bypass,Concluido,8430775.9,45.8,0.812,0.819,20260405_211439,sqlserver_indumaq
PRY-0339,Tacna,Trocha,Concluido,4757443.89,86.6,0.935,0.873,20260405_211439,sqlserver_indumaq
PRY-0340,Cusco,Bypass,NULL,-999.0,70.2,1.1,1.001,20260405_211439,sqlserver_indumaq
PRY-0341,Cusco,Carretera Nacional,En ejecución,3779846.36,84.6,0.844,1.116,20260405_211439,sqlserver_indumaq
PRY-0342,Arequipa,Trocha,En ejecución,728204.48,22.8,0.786,0.927,20260405_211439,sqlserver_indumaq
PRY-0343,Puno,Regional,en ejecucion,5224895.21,73.0,1.024,0.891,20260405_211439,sqlserver_indumaq
PRY-0344,,Trocha,NULL,7786386.26,91.9,0.742,0.893,20260405_211439,sqlserver_indumaq
PRY-0345,Arequipa,Bypass,en ejecucion,911262.55,28.1,1.023,0.964,20260405_211439,sqlserver_indumaq
PRY-0346,arequipa,Bypass,NULL,8609100.35,69.1,0.916,1.001,20260405_211439,sqlserver_indumaq
PRY-0347,Tacna,Regional,NULL,13177100.24,40.1,0.954,1.014,20260405_211439,sqlserver_indumaq
PRY-0348,Arequipa,Regional,NULL,10718616.82,29.0,0.691,0.988,20260405_211439,sqlserver_indumaq
PRY-0349,Moquegua,Bypass,Paralizado,9533040.68,97.0,0.706,0.823,20260405_211439,sqlserver_indumaq
PRY-0350,Cusco,??,en ejecucion,14361445.39,34.9,0.84,1.294,20260405_211439,sqlserver_indumaq
PRY-0351,,Bypass,en ejecucion,14395050.34,10.8,0.974,1.138,20260405_211439,sqlserver_indumaq
PRY-0352,AREQUIPA,Trocha,Planificado,-999.0,38.9,1.189,0.984,20260405_211439,sqlserver_indumaq
PRY-0353,,Bypass,NULL,9312256.79,44.8,0.925,0.833,20260405_211439,sqlserver_indumaq
PRY-0354,AREQUIPA,Regional,En ejecución,7572586.11,75.2,1.144,0.904,20260405_211439,sqlserver_indumaq
PRY-0355,Arequipa,Trocha,en ejecucion,693083.64,95.0,0.864,0.939,20260405_211439,sqlserver_indumaq
PRY-0356,AREQUIPA,Bypass,Planificado,9290797.64,81.7,0.469,0.91,20260405_211439,sqlserver_indumaq
PRY-0357,Arequipa,Carretera Nacional,en ejecucion,14841777.09,93.1,0.963,0.815,20260405_211439,sqlserver_indumaq
PRY-0358,,Regional,En ejecución,12362465.23,47.5,0.942,1.059,20260405_211439,sqlserver_indumaq
PRY-0359,Puno,??,Paralizado,5438767.34,71.9,0.831,0.999,20260405_211439,sqlserver_indumaq
PRY-0360,Puno,Carretera Nacional,NULL,2704681.86,30.9,0.855,0.879,20260405_211439,sqlserver_indumaq
PRY-0361,Arequipa,Trocha,NULL,11868849.91,7.0,1.055,0.899,20260405_211439,sqlserver_indumaq
PRY-0362,Moquegua,Regional,Concluido,11287098.4,36.5,0.865,1.013,20260405_211439,sqlserver_indumaq
PRY-0363,Arequipa,Trocha,En ejecución,14522178.48,69.8,0.89,0.797,20260405_211439,sqlserver_indumaq
PRY-0364,Moquegua,Puente,En ejecución,13185214.25,27.5,1.172,0.984,20260405_211439,sqlserver_indumaq
PRY-0365,Arequipa,Regional,Planificado,8557108.07,86.1,0.845,0.97,20260405_211439,sqlserver_indumaq
PRY-0366,Tacna,Trocha,Planificado,1968621.58,79.1,1.12,0.96,20260405_211439,sqlserver_indumaq
PRY-0367,Tacna,Carretera Nacional,Planificado,7510759.55,999.0,0.859,1.064,20260405_211439,sqlserver_indumaq
PRY-0368,Arequipa,Trocha,Paralizado,5048578.28,33.1,0.752,0.772,20260405_211439,sqlserver_indumaq
PRY-0369,Puno,Bypass,Planificado,7929922.99,82.5,1.048,0.957,20260405_211439,sqlserver_indumaq
PRY-0370,Moquegua,Bypass,En ejecución,4874672.83,24.4,0.817,1.063,20260405_211439,sqlserver_indumaq
PRY-0371,arequipa,Carretera Nacional,Planificado,12996433.38,33.2,1.021,1.01,20260405_211439,sqlserver_indumaq
PRY-0372,Tacna,Trocha,en ejecucion,12742741.7,34.3,1.108,0.625,20260405_211439,sqlserver_indumaq
PRY-0373,Moquegua,Regional,en ejecucion,5074244.78,80.1,0.784,0.997,20260405_211439,sqlserver_indumaq
PRY-0374,Cusco,Carretera Nacional,Concluido,9193929.52,3.7,1.308,1.027,20260405_211439,sqlserver_indumaq
PRY-0375,AREQUIPA,Trocha,en ejecucion,6737622.44,7.4,0.872,0.471,20260405_211439,sqlserver_indumaq
PRY-0376,,Puente,Concluido,13681844.98,57.8,0.772,0.977,20260405_211439,sqlserver_indumaq
PRY-0377,Puno,Bypass,en ejecucion,3216733.07,39.7,1.274,0.903,20260405_211439,sqlserver_indumaq
PRY-0378,Puno,Carretera Nacional,Paralizado,10617061.83,63.3,1.051,0.97,20260405_211439,sqlserver_indumaq
PRY-0379,Cusco,Trocha,Concluido,-999.0,26.6,1.022,0.964,20260405_211439,sqlserver_indumaq
PRY-0380,Puno,Puente,en ejecucion,-999.0,91.0,0.946,0.853,20260405_211439,sqlserver_indumaq
PRY-0381,,Bypass,Concluido,3428513.21,76.1,0.97,1.001,20260405_211439,sqlserver_indumaq
PRY-0382,Tacna,Puente,NULL,10558988.41,6.8,0.894,1.14,20260405_211439,sqlserver_indumaq
PRY-0383,,??,Concluido,11797731.91,78.4,0.924,0.823,20260405_211439,sqlserver_indumaq
PRY-0384,Cusco,Carretera Nacional,en ejecucion,7612961.29,97.0,0.991,0.805,20260405_211439,sqlserver_indumaq
PRY-0385,,Trocha,En ejecución,9340453.74,94.2,1.052,0.755,20260405_211439,sqlserver_indumaq
PRY-0386,,Puente,Planificado,-999.0,73.5,0.839,1.02,20260405_211439,sqlserver_indumaq
PRY-0387,Tacna,Puente,Concluido,7410906.31,12.4,0.987,0.679,20260405_211439,sqlserver_indumaq
PRY-0388,Tacna,Puente,NULL,2125042.27,57.6,0.949,0.929,20260405_211439,sqlserver_indumaq
PRY-0389,,Regional,Concluido,5160617.92,28.4,1.062,0.742,20260405_211439,sqlserver_indumaq
PRY-0390,,Puente,Concluido,4629305.72,97.0,0.973,0.937,20260405_211439,sqlserver_indumaq
PRY-0391,Cusco,Trocha,Planificado,6947067.72,71.7,0.832,1.006,20260405_211439,sqlserver_indumaq
PRY-0392,arequipa,Trocha,NULL,13986832.25,61.1,1.21,0.832,20260405_211439,sqlserver_indumaq
PRY-0393,Moquegua,Trocha,Concluido,3128381.1,69.5,0.912,0.768,20260405_211439,sqlserver_indumaq
PRY-0394,,Bypass,Concluido,6320129.58,43.8,1.13,0.861,20260405_211439,sqlserver_indumaq
PRY-0395,arequipa,Puente,en ejecucion,9426159.68,37.3,1.03,0.895,20260405_211439,sqlserver_indumaq
PRY-0396,arequipa,Carretera Nacional,En ejecución,14225077.75,93.6,1.207,1.056,20260405_211439,sqlserver_indumaq
PRY-0397,Moquegua,Bypass,NULL,2430648.78,33.2,1.004,0.972,20260405_211439,sqlserver_indumaq
PRY-0398,AREQUIPA,??,Paralizado,13809210.95,4.1,0.855,0.852,20260405_211439,sqlserver_indumaq
PRY-0399,AREQUIPA,Regional,Paralizado,1675279.94,40.1,0.852,0.99,20260405_211439,sqlserver_indumaq
PRY-0400,Puno,Trocha,NULL,7470750.26,79.0,1.002,0.727,20260405_211439,sqlserver_indumaq
PRY-0401,AREQUIPA,Regional,Planificado,7091553.07,64.8,0.663,0.978,20260405_211439,sqlserver_indumaq
PRY-0402,arequipa,Bypass,NULL,3539239.57,96.2,1.058,0.943,20260405_211439,sqlserver_indumaq
PRY-0403,Cusco,Regional,NULL,5538165.19,10.6,0.6,0.857,20260405_211439,sqlserver_indumaq
PRY-0404,Tacna,Bypass,Paralizado,7085396.39,91.2,0.764,0.825,20260405_211439,sqlserver_indumaq
PRY-0405,Moquegua,??,En ejecución,13045566.21,36.9,1.153,0.949,20260405_211439,sqlserver_indumaq
PRY-0406,Moquegua,Regional,Paralizado,14348430.11,47.4,0.904,0.968,20260405_211439,sqlserver_indumaq
PRY-0407,Puno,Trocha,En ejecución,8024422.34,42.8,0.919,1.131,20260405_211439,sqlserver_indumaq
PRY-0408,Puno,??,En ejecución,13116446.96,11.6,0.905,0.887,20260405_211439,sqlserver_indumaq
PRY-0409,,Puente,en ejecucion,9318487.99,24.8,1.078,0.726,20260405_211439,sqlserver_indumaq
PRY-0410,AREQUIPA,Trocha,Paralizado,5561766.46,74.2,1.147,0.734,20260405_211439,sqlserver_indumaq
PRY-0411,,??,Concluido,3315816.01,2.3,0.763,0.939,20260405_211439,sqlserver_indumaq
PRY-0412,Puno,Trocha,NULL,6490454.19,13.4,0.986,0.784,20260405_211439,sqlserver_indumaq
PRY-0413,Puno,Trocha,Planificado,8080952.1,2.5,0.887,1.022,20260405_211439,sqlserver_indumaq
PRY-0414,Cusco,Puente,Concluido,1144429.13,85.7,1.002,0.767,20260405_211439,sqlserver_indumaq
PRY-0415,Arequipa,Trocha,Paralizado,2614696.91,61.7,0.997,1.058,20260405_211439,sqlserver_indumaq
PRY-0416,Moquegua,Bypass,Paralizado,9202674.15,17.0,0.891,0.893,20260405_211439,sqlserver_indumaq
PRY-0417,Puno,??,Concluido,3762523.12,76.9,0.732,0.865,20260405_211439,sqlserver_indumaq
PRY-0418,Tacna,Regional,en ejecucion,12641232.45,96.7,0.798,0.98,20260405_211439,sqlserver_indumaq
PRY-0419,Moquegua,Puente,Paralizado,5240662.62,93.5,0.809,1.123,20260405_211439,sqlserver_indumaq
PRY-0420,Puno,Carretera Nacional,en ejecucion,2020096.01,999.0,0.772,1.012,20260405_211439,sqlserver_indumaq
PRY-0421,Puno,??,NULL,1711193.53,0.8,1.142,0.808,20260405_211439,sqlserver_indumaq
PRY-0422,Cusco,Bypass,NULL,14088283.8,58.9,0.794,0.935,20260405_211439,sqlserver_indumaq
PRY-0423,Arequipa,??,Planificado,2211294.51,25.7,0.835,0.59,20260405_211439,sqlserver_indumaq
PRY-0424,AREQUIPA,Puente,Paralizado,2543191.58,999.0,0.78,0.946,20260405_211439,sqlserver_indumaq
PRY-0425,arequipa,Regional,Concluido,13008657.84,31.8,0.969,1.03,20260405_211439,sqlserver_indumaq
PRY-0426,Arequipa,Puente,en ejecucion,4187177.89,15.4,0.963,0.718,20260405_211439,sqlserver_indumaq
PRY-0427,Cusco,Bypass,Planificado,10156295.46,44.4,0.822,0.795,20260405_211439,sqlserver_indumaq
PRY-0428,Tacna,Bypass,En ejecución,12342522.46,49.5,0.987,0.841,20260405_211439,sqlserver_indumaq
PRY-0429,AREQUIPA,??,Planificado,9304119.28,99.0,1.277,0.829,20260405_211439,sqlserver_indumaq
PRY-0430,Arequipa,Carretera Nacional,en ejecucion,14383583.88,4.2,1.056,1.013,20260405_211439,sqlserver_indumaq
PRY-0431,Tacna,Trocha,Paralizado,-999.0,999.0,1.089,1.089,20260405_211439,sqlserver_indumaq
PRY-0432,arequipa,Regional,Paralizado,2134896.89,85.2,0.871,0.9,20260405_211439,sqlserver_indumaq
PRY-0433,Moquegua,??,En ejecución,8596945.38,66.0,1.007,0.984,20260405_211439,sqlserver_indumaq
PRY-0434,Moquegua,Bypass,en ejecucion,10913704.63,82.7,1.163,0.869,20260405_211439,sqlserver_indumaq
PRY-0435,Arequipa,Bypass,Paralizado,12128379.99,66.0,1.016,0.932,20260405_211439,sqlserver_indumaq
PRY-0436,Arequipa,Regional,Paralizado,881659.36,76.0,0.83,0.997,20260405_211439,sqlserver_indumaq
PRY-0437,Moquegua,??,en ejecucion,10923744.27,49.3,0.909,0.848,20260405_211439,sqlserver_indumaq
PRY-0438,,Bypass,Planificado,12472371.9,20.5,1.016,0.871,20260405_211439,sqlserver_indumaq
PRY-0439,Moquegua,Carretera Nacional,NULL,-999.0,81.0,1.083,0.9,20260405_211439,sqlserver_indumaq
PRY-0440,AREQUIPA,Carretera Nacional,Concluido,7929062.61,56.8,0.723,1.0,20260405_211439,sqlserver_indumaq
PRY-0441,arequipa,Trocha,Planificado,7141303.96,14.0,0.857,0.59,20260405_211439,sqlserver_indumaq
PRY-0442,Arequipa,??,en ejecucion,8466569.46,80.5,0.905,0.915,20260405_211439,sqlserver_indumaq
PRY-0443,Moquegua,??,NULL,10717333.63,95.9,1.027,1.111,20260405_211439,sqlserver_indumaq
PRY-0444,Arequipa,??,Planificado,13882257.21,34.6,1.1,0.886,20260405_211439,sqlserver_indumaq
PRY-0445,arequipa,Puente,Paralizado,9447010.55,29.4,0.797,0.952,20260405_211439,sqlserver_indumaq
PRY-0446,arequipa,Regional,NULL,13373597.44,999.0,0.999,0.999,20260405_211439,sqlserver_indumaq
PRY-0447,,Carretera Nacional,NULL,10668224.29,66.4,1.088,1.149,20260405_211439,sqlserver_indumaq
PRY-0448,Cusco,Carretera Nacional,en ejecucion,1490877.47,95.9,0.905,1.006,20260405_211439,sqlserver_indumaq
PRY-0449,Puno,Carretera Nacional,Paralizado,7762008.76,999.0,0.86,1.047,20260405_211439,sqlserver_indumaq
PRY-0450,Arequipa,Carretera Nacional,Paralizado,4654052.05,48.5,0.838,1.028,20260405_211439,sqlserver_indumaq
PRY-0451,Tacna,Trocha,Paralizado,4635036.46,9.8,1.043,1.024,20260405_211439,sqlserver_indumaq
PRY-0452,arequipa,Bypass,NULL,5660949.49,3.4,1.128,0.889,20260405_211439,sqlserver_indumaq
PRY-0453,Arequipa,??,Planificado,5063625.19,66.5,1.245,0.882,20260405_211439,sqlserver_indumaq
PRY-0454,Moquegua,Carretera Nacional,Concluido,8889844.71,86.8,1.098,0.85,20260405_211439,sqlserver_indumaq
PRY-0455,Tacna,??,En ejecución,10412221.76,33.8,0.992,1.221,20260405_211439,sqlserver_indumaq
PRY-0456,Tacna,Trocha,Concluido,4396866.11,87.6,0.807,0.831,20260405_211439,sqlserver_indumaq
PRY-0457,Puno,Puente,En ejecución,2381558.03,11.7,0.838,0.995,20260405_211439,sqlserver_indumaq
PRY-0458,Arequipa,??,en ejecucion,1352726.45,999.0,0.772,0.897,20260405_211439,sqlserver_indumaq
PRY-0459,Cusco,Bypass,Concluido,8848416.25,90.2,0.808,0.819,20260405_211439,sqlserver_indumaq
PRY-0460,AREQUIPA,Puente,NULL,3198887.41,50.9,0.916,0.917,20260405_211439,sqlserver_indumaq
PRY-0461,AREQUIPA,Bypass,En ejecución,634095.92,60.8,0.705,1.015,20260405_211439,sqlserver_indumaq
PRY-0462,Tacna,??,Paralizado,13952419.65,3.8,0.895,0.691,20260405_211439,sqlserver_indumaq
PRY-0463,Tacna,Bypass,en ejecucion,8288536.08,12.8,0.905,1.088,20260405_211439,sqlserver_indumaq
PRY-0464,Cusco,Bypass,Concluido,1840498.61,5.6,1.212,0.974,20260405_211439,sqlserver_indumaq
PRY-0465,Tacna,Trocha,Planificado,-999.0,90.5,1.159,0.957,20260405_211439,sqlserver_indumaq
PRY-0466,AREQUIPA,Regional,en ejecucion,14756439.71,13.5,0.883,0.903,20260405_211439,sqlserver_indumaq
PRY-0467,Moquegua,Puente,Paralizado,7004709.6,85.0,1.266,0.878,20260405_211439,sqlserver_indumaq
PRY-0468,Cusco,Bypass,Paralizado,1116099.32,35.1,0.989,0.937,20260405_211439,sqlserver_indumaq
PRY-0469,Moquegua,Bypass,NULL,2204416.14,80.1,1.208,1.235,20260405_211439,sqlserver_indumaq
PRY-0470,arequipa,Carretera Nacional,Paralizado,6033979.33,36.5,1.03,0.919,20260405_211439,sqlserver_indumaq
PRY-0471,Arequipa,??,En ejecución,13340078.24,26.8,0.915,1.006,20260405_211439,sqlserver_indumaq
PRY-0472,,Carretera Nacional,Concluido,2646560.85,9.4,0.833,0.954,20260405_211439,sqlserver_indumaq
PRY-0473,,Trocha,en ejecucion,12447856.36,28.1,0.874,1.028,20260405_211439,sqlserver_indumaq
PRY-0474,,Bypass,Concluido,717155.77,47.1,0.852,0.872,20260405_211439,sqlserver_indumaq
PRY-0475,Arequipa,Puente,NULL,7132136.13,81.8,0.952,1.167,20260405_211439,sqlserver_indumaq
PRY-0476,Arequipa,??,Concluido,9843758.54,45.3,0.735,0.862,20260405_211439,sqlserver_indumaq
PRY-0477,arequipa,Puente,En ejecución,1375502.49,97.1,0.851,1.004,20260405_211439,sqlserver_indumaq
PRY-0478,arequipa,Carretera Nacional,En ejecución,-999.0,54.2,0.954,1.031,20260405_211439,sqlserver_indumaq
