tipo_falla,severidad,tiempo_parada_hrs,costo_reparacion,equipo_id,id_proyecto,fecha,_ingested_at,_source
Falla software,Crítica,0.2,38307.39,EQ-1013,PRY-0112,2024-12-03,20260405_211439,sistema_hsec
Falla mecánica,critica,2.7,890.87,EQ-0092,PRY-0021,2024-01-02,20260405_211439,sistema_hsec
Deslizamiento,Media,0.2,19892.87,EQ-0047,PRY-0161,2024-02-03,20260405_211439,sistema_hsec
Lluvia,Media,3.5,54292.19,EQ-0906,PRY-0442,2024-07-03,20260405_211439,sistema_hsec
Rotura tubería,Baja,6.5,31080.83,EQ-0399,PRY-0052,2024-07-08,20260405_211439,sistema_hsec
Deslizamiento,Baja,9.1,37618.62,EQ-1995,PRY-0406,2024-07-11,20260405_211439,sistema_hsec
Rotura tubería,Alta,27.2,38595.73,EQ-1768,PRY-0378,2024-05-01,20260405_211439,sistema_hsec
Accidente,Baja,19.7,52423.31,EQ-1359,PRY-0361,2024-03-01,20260405_211439,sistema_hsec
Falla software,Media,10.2,4259.85,EQ-0816,PRY-0204,2024-05-17,20260405_211439,sistema_hsec
Deslizamiento,Media,6.2,2622.37,EQ-1619,PRY-0326,2024-05-25,20260405_211439,sistema_hsec
Lluvia,Alta,0.8,24478.91,EQ-0264,PRY-0431,2024-08-30,20260405_211439,sistema_hsec
Lluvia,BAJA,2.8,34455.85,EQ-0858,PRY-0307,2024-05-11,20260405_211439,sistema_hsec
Falla mecánica,Alta,4.6,44469.05,EQ-1164,PRY-0292,2024-12-10,20260405_211439,sistema_hsec
Accidente,Baja,19.9,5842.64,EQ-0402,PRY-0081,2024-04-23,20260405_211439,sistema_hsec
Falla mecánica,BAJA,2.1,54105.77,EQ-1671,PRY-0492,2024-01-21,20260405_211439,sistema_hsec
Deslizamiento,Media,6.1,7175.34,EQ-0127,PRY-0360,2024-08-05,20260405_211439,sistema_hsec
Falla mecánica,Media,20.5,47626.34,EQ-1212,PRY-0208,2024-09-10,20260405_211439,sistema_hsec
Falla mecánica,BAJA,10.3,4710.51,EQ-0439,PRY-0245,2024-11-29,20260405_211439,sistema_hsec
Deslizamiento,Baja,-5.0,4980.64,EQ-0490,PRY-0289,2024-04-26,20260405_211439,sistema_hsec
Falla mecánica,BAJA,23.8,24322.01,EQ-1178,PRY-0332,2024-07-16,20260405_211439,sistema_hsec
Rotura tubería,Media,16.4,8280.06,EQ-0566,PRY-0034,2024-01-10,20260405_211439,sistema_hsec
Accidente,critica,4.7,25010.89,EQ-0690,PRY-0171,2024-01-06,20260405_211439,sistema_hsec
Accidente,Media,12.6,11874.07,EQ-1316,PRY-0247,2024-03-17,20260405_211439,sistema_hsec
Falla mecánica,BAJA,4.9,53664.32,EQ-1541,PRY-0265,2024-09-29,20260405_211439,sistema_hsec
Rotura tubería,BAJA,5.6,13747.75,EQ-1442,PRY-0012,2024-04-20,20260405_211439,sistema_hsec
Falla software,Baja,0.7,48094.98,EQ-1196,PRY-0058,2024-07-01,20260405_211439,sistema_hsec
Lluvia,Baja,5.7,30301.23,EQ-1230,PRY-0141,2024-12-28,20260405_211439,sistema_hsec
Falla software,critica,5.5,21792.63,EQ-1045,PRY-0098,2024-12-12,20260405_211439,sistema_hsec
Falla eléctrica,Alta,1.2,29607.1,EQ-0288,PRY-0445,2024-06-23,20260405_211439,sistema_hsec
Lluvia,Media,0.1,1075.57,EQ-1990,PRY-0318,2024-09-18,20260405_211439,sistema_hsec
Deslizamiento,Crítica,11.5,5677.09,EQ-1773,PRY-0013,2024-02-16,20260405_211439,sistema_hsec
Deslizamiento,Baja,2.2,47582.48,EQ-0687,PRY-0383,2024-10-29,20260405_211439,sistema_hsec
Accidente,Baja,-5.0,11313.59,EQ-0794,PRY-0315,2024-11-25,20260405_211439,sistema_hsec
Rotura tubería,BAJA,6.3,20924.51,EQ-1025,PRY-0387,2024-02-10,20260405_211439,sistema_hsec
Falla software,Media,7.5,37977.84,EQ-0839,PRY-0262,2024-09-14,20260405_211439,sistema_hsec
Falla mecánica,BAJA,6.6,20057.91,EQ-1299,PRY-0429,2024-09-13,20260405_211439,sistema_hsec
Falla software,BAJA,0.1,43733.06,EQ-0659,PRY-0109,2024-04-20,20260405_211439,sistema_hsec
Falla eléctrica,Baja,5.1,29655.86,EQ-0756,PRY-0112,2024-09-03,20260405_211439,sistema_hsec
Falla eléctrica,critica,3.0,40697.3,EQ-0069,PRY-0130,2024-11-04,20260405_211439,sistema_hsec
Falla mecánica,Crítica,10.0,486.7,EQ-0931,PRY-0019,2024-06-26,20260405_211439,sistema_hsec
Rotura tubería,Alta,5.7,50231.11,EQ-0946,PRY-0289,2024-07-24,20260405_211439,sistema_hsec
Lluvia,BAJA,15.0,29993.93,EQ-1175,PRY-0325,2024-10-08,20260405_211439,sistema_hsec
Lluvia,Crítica,8.4,29363.53,EQ-1628,PRY-0371,2024-09-26,20260405_211439,sistema_hsec
Deslizamiento,BAJA,13.0,47176.04,EQ-0912,PRY-0243,2024-09-09,20260405_211439,sistema_hsec
Rotura tubería,critica,5.2,12145.78,EQ-1468,PRY-0136,2024-11-24,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,6.8,35829.78,EQ-1052,PRY-0183,2024-11-18,20260405_211439,sistema_hsec
Lluvia,Media,2.8,37482.81,EQ-1925,PRY-0118,2024-06-13,20260405_211439,sistema_hsec
Falla software,Alta,7.5,18708.7,EQ-1122,PRY-0452,2024-01-10,20260405_211439,sistema_hsec
Lluvia,Alta,7.4,23724.55,EQ-1920,PRY-0295,2024-08-25,20260405_211439,sistema_hsec
Deslizamiento,Alta,8.0,44477.62,EQ-0097,PRY-0219,2024-11-07,20260405_211439,sistema_hsec
Deslizamiento,BAJA,6.4,946.21,EQ-1026,PRY-0490,2024-10-08,20260405_211439,sistema_hsec
Lluvia,Alta,2.4,19245.49,EQ-1237,PRY-0285,2024-12-31,20260405_211439,sistema_hsec
Falla software,Media,4.1,54614.58,EQ-0659,PRY-0484,2024-01-19,20260405_211439,sistema_hsec
Accidente,BAJA,21.5,29375.3,EQ-0097,PRY-0258,2024-01-12,20260405_211439,sistema_hsec
Falla software,Media,2.8,42012.97,EQ-1957,PRY-0410,2024-08-01,20260405_211439,sistema_hsec
Falla eléctrica,Baja,3.8,42597.5,EQ-0340,PRY-0489,2024-10-12,20260405_211439,sistema_hsec
Falla software,Media,3.4,53781.91,EQ-1266,PRY-0205,2024-06-30,20260405_211439,sistema_hsec
Falla mecánica,Baja,18.4,31262.39,EQ-1658,PRY-0133,2024-05-04,20260405_211439,sistema_hsec
Lluvia,BAJA,4.6,47988.21,EQ-1434,PRY-0293,2024-11-16,20260405_211439,sistema_hsec
Deslizamiento,Baja,9.0,5146.55,EQ-0834,PRY-0016,2024-06-03,20260405_211439,sistema_hsec
Rotura tubería,critica,2.3,34122.99,EQ-0917,PRY-0300,2024-01-23,20260405_211439,sistema_hsec
Falla eléctrica,Media,27.4,19884.51,EQ-1660,PRY-0100,2024-11-19,20260405_211439,sistema_hsec
Rotura tubería,Alta,3.0,4977.88,EQ-0922,PRY-0013,2024-04-18,20260405_211439,sistema_hsec
Lluvia,Media,4.5,30997.36,EQ-1385,PRY-0041,2024-08-18,20260405_211439,sistema_hsec
Falla software,BAJA,2.6,20906.93,EQ-1014,PRY-0443,2024-01-02,20260405_211439,sistema_hsec
Deslizamiento,Media,7.7,18142.9,EQ-1818,PRY-0497,2024-04-26,20260405_211439,sistema_hsec
Accidente,Alta,14.9,3274.39,EQ-1057,PRY-0061,2024-08-10,20260405_211439,sistema_hsec
Accidente,BAJA,14.6,33693.03,EQ-0354,PRY-0485,2024-08-08,20260405_211439,sistema_hsec
Falla software,Baja,7.9,28518.58,EQ-0111,PRY-0327,2024-01-12,20260405_211439,sistema_hsec
Accidente,Baja,2.0,1071.36,EQ-1797,PRY-0236,2024-04-11,20260405_211439,sistema_hsec
Rotura tubería,critica,2.5,46872.83,EQ-0776,PRY-0453,2024-03-10,20260405_211439,sistema_hsec
Falla software,Baja,2.8,40691.66,EQ-1623,PRY-0213,2024-08-29,20260405_211439,sistema_hsec
Falla eléctrica,Baja,20.1,35614.2,EQ-1482,PRY-0271,2024-03-31,20260405_211439,sistema_hsec
Falla software,critica,6.5,39617.33,EQ-1125,PRY-0347,2024-03-10,20260405_211439,sistema_hsec
Rotura tubería,Media,3.5,46566.55,EQ-1609,PRY-0165,2024-04-30,20260405_211439,sistema_hsec
Falla eléctrica,Baja,7.8,25723.84,EQ-0843,PRY-0032,2024-11-11,20260405_211439,sistema_hsec
Deslizamiento,BAJA,4.1,30122.91,EQ-0397,PRY-0272,2024-05-17,20260405_211439,sistema_hsec
Lluvia,BAJA,1.6,41706.84,EQ-1403,PRY-0440,2024-12-20,20260405_211439,sistema_hsec
Falla mecánica,Crítica,7.1,43032.34,EQ-0344,PRY-0287,2024-01-21,20260405_211439,sistema_hsec
Deslizamiento,critica,8.8,2500.04,EQ-0366,PRY-0035,2024-06-09,20260405_211439,sistema_hsec
Falla software,Media,9.1,30643.29,EQ-1444,PRY-0435,2024-03-24,20260405_211439,sistema_hsec
Rotura tubería,Crítica,6.6,22343.91,EQ-1189,PRY-0135,2024-05-02,20260405_211439,sistema_hsec
Falla eléctrica,Baja,8.7,22102.56,EQ-0776,PRY-0098,2024-04-02,20260405_211439,sistema_hsec
Falla software,BAJA,6.8,44309.24,EQ-1166,PRY-0494,2024-09-16,20260405_211439,sistema_hsec
Lluvia,BAJA,13.8,40470.12,EQ-1442,PRY-0133,2024-10-22,20260405_211439,sistema_hsec
Lluvia,critica,4.1,40607.45,EQ-1646,PRY-0209,2024-08-03,20260405_211439,sistema_hsec
Lluvia,Alta,13.7,26947.37,EQ-0097,PRY-0290,2024-06-29,20260405_211439,sistema_hsec
Accidente,critica,5.4,8368.64,EQ-1893,PRY-0219,2024-06-27,20260405_211439,sistema_hsec
Lluvia,Media,8.3,47856.26,EQ-1447,PRY-0206,2024-05-23,20260405_211439,sistema_hsec
Falla eléctrica,Baja,5.7,40767.29,EQ-1799,PRY-0439,2024-08-31,20260405_211439,sistema_hsec
Accidente,Alta,6.0,27966.01,EQ-0517,PRY-0308,2024-04-19,20260405_211439,sistema_hsec
Falla mecánica,Alta,16.6,31867.48,EQ-0359,PRY-0255,2024-05-05,20260405_211439,sistema_hsec
Falla mecánica,Media,10.5,13609.15,EQ-1221,PRY-0262,2024-12-27,20260405_211439,sistema_hsec
Rotura tubería,Baja,20.1,24921.78,EQ-1927,PRY-0476,2024-06-14,20260405_211439,sistema_hsec
Rotura tubería,Baja,0.6,21571.58,EQ-0966,PRY-0058,2024-12-08,20260405_211439,sistema_hsec
Falla software,Baja,9.0,29773.83,EQ-1162,PRY-0261,2024-09-05,20260405_211439,sistema_hsec
Rotura tubería,Baja,5.7,9860.47,EQ-0173,PRY-0500,2024-06-23,20260405_211439,sistema_hsec
Lluvia,Media,1.5,49685.75,EQ-0357,PRY-0165,2024-05-13,20260405_211439,sistema_hsec
Accidente,Alta,2.3,11407.1,EQ-1291,PRY-0285,2024-05-09,20260405_211439,sistema_hsec
Falla eléctrica,critica,1.8,51342.4,EQ-1978,PRY-0137,2024-12-09,20260405_211439,sistema_hsec
Deslizamiento,Alta,1.4,19525.24,EQ-0345,PRY-0371,2024-09-21,20260405_211439,sistema_hsec
Deslizamiento,BAJA,8.5,8782.92,EQ-1988,PRY-0034,2024-10-12,20260405_211439,sistema_hsec
Falla software,Media,15.9,6405.13,EQ-0257,PRY-0249,2024-03-17,20260405_211439,sistema_hsec
Deslizamiento,Media,15.8,9561.55,EQ-1048,PRY-0171,2024-08-20,20260405_211439,sistema_hsec
Lluvia,Baja,19.5,23725.62,EQ-1159,PRY-0496,2024-07-28,20260405_211439,sistema_hsec
Falla software,Media,8.1,44170.82,EQ-0139,PRY-0207,2024-11-21,20260405_211439,sistema_hsec
Rotura tubería,Crítica,6.6,41069.33,EQ-1110,PRY-0042,2024-06-21,20260405_211439,sistema_hsec
Falla mecánica,BAJA,20.1,20091.62,EQ-1726,PRY-0115,2024-12-12,20260405_211439,sistema_hsec
Falla mecánica,Media,6.1,31773.13,EQ-1707,PRY-0373,2024-03-11,20260405_211439,sistema_hsec
Rotura tubería,Media,10.0,20893.64,EQ-0162,PRY-0133,2024-04-27,20260405_211439,sistema_hsec
Accidente,BAJA,5.9,33030.09,EQ-0250,PRY-0439,2024-09-14,20260405_211439,sistema_hsec
Rotura tubería,BAJA,15.9,45047.33,EQ-0751,PRY-0059,2024-07-01,20260405_211439,sistema_hsec
Accidente,Alta,2.0,12489.68,EQ-0367,PRY-0399,2024-03-15,20260405_211439,sistema_hsec
Falla eléctrica,critica,9.2,7660.71,EQ-0710,PRY-0357,2024-04-14,20260405_211439,sistema_hsec
Accidente,Baja,7.9,30264.41,EQ-0807,PRY-0309,2024-07-16,20260405_211439,sistema_hsec
Deslizamiento,BAJA,12.6,53443.74,EQ-1174,PRY-0201,2024-02-01,20260405_211439,sistema_hsec
Lluvia,Media,12.5,43180.87,EQ-0509,PRY-0486,2024-06-01,20260405_211439,sistema_hsec
Falla eléctrica,Baja,20.6,17143.04,EQ-1111,PRY-0165,2024-08-31,20260405_211439,sistema_hsec
Falla eléctrica,critica,19.8,50580.06,EQ-1127,PRY-0042,2024-09-03,20260405_211439,sistema_hsec
Rotura tubería,Media,11.0,21197.27,EQ-1868,PRY-0047,2024-03-28,20260405_211439,sistema_hsec
Rotura tubería,Baja,9.5,44862.3,EQ-0510,PRY-0499,2024-10-30,20260405_211439,sistema_hsec
Falla eléctrica,Baja,9.0,34325.93,EQ-1518,PRY-0267,2024-04-13,20260405_211439,sistema_hsec
Lluvia,Media,3.9,4887.87,EQ-0356,PRY-0074,2024-02-22,20260405_211439,sistema_hsec
Rotura tubería,Crítica,13.7,14336.59,EQ-0569,PRY-0360,2024-10-21,20260405_211439,sistema_hsec
Accidente,Alta,17.4,36522.12,EQ-1148,PRY-0009,2024-04-21,20260405_211439,sistema_hsec
Falla software,Baja,1.7,21075.47,EQ-1697,PRY-0277,2024-03-02,20260405_211439,sistema_hsec
Deslizamiento,Alta,9.7,18070.24,EQ-1004,PRY-0165,2024-06-11,20260405_211439,sistema_hsec
Lluvia,Baja,1.1,40062.73,EQ-0452,PRY-0499,2024-03-15,20260405_211439,sistema_hsec
Falla mecánica,Baja,0.0,20741.38,EQ-0112,PRY-0435,2024-02-08,20260405_211439,sistema_hsec
Accidente,Baja,11.0,27458.19,EQ-0619,PRY-0372,2024-08-15,20260405_211439,sistema_hsec
Lluvia,Media,20.0,12766.79,EQ-0638,PRY-0422,2024-07-27,20260405_211439,sistema_hsec
Deslizamiento,Media,5.3,32224.13,EQ-1568,PRY-0306,2024-01-10,20260405_211439,sistema_hsec
Falla software,Alta,11.0,38891.55,EQ-1279,PRY-0042,2024-09-21,20260405_211439,sistema_hsec
Falla eléctrica,Media,7.5,41226.08,EQ-0361,PRY-0478,2024-03-23,20260405_211439,sistema_hsec
Falla eléctrica,Media,10.2,11941.93,EQ-0677,PRY-0365,2024-12-17,20260405_211439,sistema_hsec
Falla eléctrica,Media,15.0,4910.73,EQ-1869,PRY-0015,2024-11-17,20260405_211439,sistema_hsec
Falla software,BAJA,9.3,1375.21,EQ-1139,PRY-0183,2024-07-22,20260405_211439,sistema_hsec
Rotura tubería,Baja,21.6,30662.03,EQ-1085,PRY-0039,2024-03-12,20260405_211439,sistema_hsec
Deslizamiento,BAJA,4.3,20787.73,EQ-0436,PRY-0252,2024-12-11,20260405_211439,sistema_hsec
Falla mecánica,Crítica,2.1,5744.07,EQ-1706,PRY-0156,2024-09-07,20260405_211439,sistema_hsec
Falla mecánica,Baja,16.6,36002.37,EQ-0606,PRY-0022,2024-12-07,20260405_211439,sistema_hsec
Falla mecánica,Media,4.1,33460.38,EQ-0504,PRY-0500,2024-05-09,20260405_211439,sistema_hsec
Accidente,BAJA,8.7,52394.11,EQ-0168,PRY-0191,2024-08-10,20260405_211439,sistema_hsec
Falla mecánica,BAJA,2.9,40755.64,EQ-1572,PRY-0438,2024-02-23,20260405_211439,sistema_hsec
Accidente,Alta,15.8,52399.94,EQ-0872,PRY-0445,2024-02-27,20260405_211439,sistema_hsec
Accidente,Baja,18.5,3646.78,EQ-1748,PRY-0123,2024-03-23,20260405_211439,sistema_hsec
Falla eléctrica,Alta,1.8,49685.9,EQ-1006,PRY-0033,2024-10-07,20260405_211439,sistema_hsec
Accidente,Media,12.2,52900.95,EQ-1862,PRY-0431,2024-12-19,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,5.5,40677.14,EQ-0154,PRY-0316,2024-12-07,20260405_211439,sistema_hsec
Lluvia,Alta,2.2,33195.35,EQ-0057,PRY-0300,2024-01-10,20260405_211439,sistema_hsec
Lluvia,Media,1.6,25202.04,EQ-1688,PRY-0469,2024-12-14,20260405_211439,sistema_hsec
Falla mecánica,Alta,3.8,33575.26,EQ-0736,PRY-0011,2024-04-01,20260405_211439,sistema_hsec
Lluvia,Baja,0.7,22251.04,EQ-0305,PRY-0063,2024-12-07,20260405_211439,sistema_hsec
Accidente,Alta,10.5,53458.82,EQ-0609,PRY-0143,2024-11-17,20260405_211439,sistema_hsec
Deslizamiento,BAJA,-5.0,21615.45,EQ-0463,PRY-0250,2024-06-02,20260405_211439,sistema_hsec
Rotura tubería,BAJA,1.2,12188.49,EQ-0307,PRY-0055,2024-08-16,20260405_211439,sistema_hsec
Falla mecánica,Crítica,8.6,35457.6,EQ-0276,PRY-0395,2024-01-18,20260405_211439,sistema_hsec
Rotura tubería,Crítica,1.8,1539.78,EQ-1248,PRY-0449,2024-09-11,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,11.3,28769.76,EQ-0562,PRY-0175,2024-05-08,20260405_211439,sistema_hsec
Deslizamiento,Media,17.7,41899.34,EQ-1199,PRY-0093,2024-02-18,20260405_211439,sistema_hsec
Rotura tubería,Media,0.9,2246.39,EQ-1306,PRY-0383,2024-02-02,20260405_211439,sistema_hsec
Falla software,BAJA,8.6,9555.81,EQ-1388,PRY-0417,2024-05-02,20260405_211439,sistema_hsec
Falla mecánica,Baja,6.5,25893.02,EQ-0784,PRY-0157,2024-06-28,20260405_211439,sistema_hsec
Deslizamiento,Baja,2.5,3498.56,EQ-0771,PRY-0478,2024-03-26,20260405_211439,sistema_hsec
Falla mecánica,Baja,7.4,27851.15,EQ-1667,PRY-0356,2024-02-15,20260405_211439,sistema_hsec
Accidente,Alta,-5.0,13761.29,EQ-1017,PRY-0099,2024-08-17,20260405_211439,sistema_hsec
Accidente,critica,20.4,35872.9,EQ-1494,PRY-0052,2024-08-15,20260405_211439,sistema_hsec
Lluvia,Media,1.0,28819.89,EQ-1766,PRY-0240,2024-10-01,20260405_211439,sistema_hsec
Lluvia,Media,1.1,22370.54,EQ-1517,PRY-0085,2024-01-19,20260405_211439,sistema_hsec
Falla software,Alta,0.5,33813.49,EQ-0566,PRY-0271,2024-12-16,20260405_211439,sistema_hsec
Falla mecánica,Media,40.3,1137.11,EQ-1788,PRY-0480,2024-03-13,20260405_211439,sistema_hsec
Falla mecánica,Alta,1.3,38500.63,EQ-0106,PRY-0299,2024-08-03,20260405_211439,sistema_hsec
Deslizamiento,Media,-5.0,21912.03,EQ-0471,PRY-0423,2024-05-07,20260405_211439,sistema_hsec
Falla eléctrica,Baja,10.1,48574.65,EQ-1784,PRY-0444,2024-03-15,20260405_211439,sistema_hsec
Falla software,Crítica,1.4,17195.36,EQ-1422,PRY-0024,2024-11-26,20260405_211439,sistema_hsec
Lluvia,Baja,7.6,26633.62,EQ-1752,PRY-0304,2024-10-19,20260405_211439,sistema_hsec
Deslizamiento,Alta,14.4,54666.81,EQ-1703,PRY-0015,2024-01-18,20260405_211439,sistema_hsec
Rotura tubería,Alta,-5.0,12838.44,EQ-0679,PRY-0009,2024-03-17,20260405_211439,sistema_hsec
Falla software,Baja,11.0,30096.72,EQ-1951,PRY-0009,2024-09-19,20260405_211439,sistema_hsec
Falla software,Baja,15.7,29311.72,EQ-0094,PRY-0487,2024-09-04,20260405_211439,sistema_hsec
Rotura tubería,Baja,15.5,6276.13,EQ-1558,PRY-0466,2024-02-27,20260405_211439,sistema_hsec
Falla software,Alta,2.5,7927.5,EQ-0710,PRY-0191,2024-01-11,20260405_211439,sistema_hsec
Rotura tubería,Baja,7.0,4503.63,EQ-0520,PRY-0340,2024-08-31,20260405_211439,sistema_hsec
Falla software,Baja,6.5,13532.6,EQ-0136,PRY-0459,2024-11-05,20260405_211439,sistema_hsec
Falla mecánica,BAJA,0.2,13011.97,EQ-1355,PRY-0456,2024-10-11,20260405_211439,sistema_hsec
Rotura tubería,BAJA,12.2,21301.39,EQ-1699,PRY-0028,2024-12-05,20260405_211439,sistema_hsec
Deslizamiento,Crítica,20.5,43772.63,EQ-0703,PRY-0153,2024-01-23,20260405_211439,sistema_hsec
Lluvia,Baja,0.5,6346.69,EQ-1564,PRY-0317,2024-03-12,20260405_211439,sistema_hsec
Deslizamiento,Crítica,0.5,8274.81,EQ-0192,PRY-0044,2024-10-02,20260405_211439,sistema_hsec
Lluvia,Media,2.6,21045.49,EQ-1759,PRY-0245,2024-05-27,20260405_211439,sistema_hsec
Falla mecánica,Baja,2.4,16184.72,EQ-0757,PRY-0401,2024-02-11,20260405_211439,sistema_hsec
Falla mecánica,Alta,16.3,26537.99,EQ-0428,PRY-0164,2024-12-05,20260405_211439,sistema_hsec
Lluvia,Baja,32.6,33610.1,EQ-1515,PRY-0481,2024-04-28,20260405_211439,sistema_hsec
Rotura tubería,Media,1.1,16532.27,EQ-1876,PRY-0278,2024-11-19,20260405_211439,sistema_hsec
Rotura tubería,BAJA,52.3,52412.15,EQ-1096,PRY-0461,2024-05-15,20260405_211439,sistema_hsec
Falla mecánica,Baja,6.5,20338.17,EQ-1563,PRY-0417,2024-05-23,20260405_211439,sistema_hsec
Falla eléctrica,Alta,5.7,31602.18,EQ-0805,PRY-0143,2024-06-02,20260405_211439,sistema_hsec
Falla mecánica,Baja,0.9,8565.19,EQ-0820,PRY-0124,2024-08-02,20260405_211439,sistema_hsec
Rotura tubería,Alta,5.5,10978.34,EQ-1956,PRY-0124,2024-08-20,20260405_211439,sistema_hsec
Falla eléctrica,Media,1.4,45011.0,EQ-1810,PRY-0498,2024-11-17,20260405_211439,sistema_hsec
Falla mecánica,Alta,2.1,29547.62,EQ-0746,PRY-0312,2024-01-19,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,1.9,51156.86,EQ-0213,PRY-0285,2024-04-19,20260405_211439,sistema_hsec
Deslizamiento,Alta,11.2,50653.27,EQ-0825,PRY-0045,2024-12-22,20260405_211439,sistema_hsec
Accidente,Media,1.4,47605.22,EQ-1200,PRY-0251,2024-12-18,20260405_211439,sistema_hsec
Rotura tubería,Media,12.0,13551.58,EQ-1739,PRY-0112,2024-11-06,20260405_211439,sistema_hsec
Accidente,Media,10.0,54071.14,EQ-0247,PRY-0393,2024-11-19,20260405_211439,sistema_hsec
Deslizamiento,BAJA,0.6,36605.09,EQ-0830,PRY-0102,2024-06-29,20260405_211439,sistema_hsec
Lluvia,BAJA,2.0,54138.07,EQ-0422,PRY-0161,2024-01-25,20260405_211439,sistema_hsec
Rotura tubería,Media,1.1,2494.79,EQ-0470,PRY-0459,2024-09-04,20260405_211439,sistema_hsec
Falla eléctrica,Media,2.8,52106.18,EQ-0009,PRY-0192,2024-09-01,20260405_211439,sistema_hsec
Rotura tubería,Crítica,23.0,22853.82,EQ-1367,PRY-0365,2024-12-06,20260405_211439,sistema_hsec
Rotura tubería,Baja,5.6,12866.51,EQ-1087,PRY-0199,2024-12-18,20260405_211439,sistema_hsec
Rotura tubería,Media,5.2,26183.56,EQ-1058,PRY-0207,2024-04-28,20260405_211439,sistema_hsec
Accidente,Baja,11.0,45980.4,EQ-0614,PRY-0352,2024-04-24,20260405_211439,sistema_hsec
Falla mecánica,Crítica,12.3,31742.58,EQ-1827,PRY-0465,2024-03-14,20260405_211439,sistema_hsec
Falla software,Alta,11.5,5576.45,EQ-0408,PRY-0019,2024-07-03,20260405_211439,sistema_hsec
Falla mecánica,BAJA,-5.0,22062.62,EQ-1177,PRY-0231,2024-12-21,20260405_211439,sistema_hsec
Accidente,Baja,3.1,29853.35,EQ-1378,PRY-0257,2024-02-22,20260405_211439,sistema_hsec
Deslizamiento,Crítica,8.6,878.71,EQ-1164,PRY-0213,2024-11-04,20260405_211439,sistema_hsec
Falla mecánica,BAJA,3.0,26379.06,EQ-0381,PRY-0082,2024-06-11,20260405_211439,sistema_hsec
Rotura tubería,BAJA,1.2,6825.01,EQ-0261,PRY-0258,2024-09-03,20260405_211439,sistema_hsec
Falla software,critica,5.0,5010.26,EQ-0494,PRY-0421,2024-05-01,20260405_211439,sistema_hsec
Falla mecánica,Crítica,3.9,48502.75,EQ-0372,PRY-0244,2024-09-14,20260405_211439,sistema_hsec
Lluvia,BAJA,7.7,19651.0,EQ-0619,PRY-0276,2024-10-02,20260405_211439,sistema_hsec
Falla software,Baja,4.3,25659.94,EQ-1463,PRY-0162,2024-09-22,20260405_211439,sistema_hsec
Deslizamiento,Alta,4.7,15754.28,EQ-1820,PRY-0410,2024-02-04,20260405_211439,sistema_hsec
Accidente,critica,7.4,24510.71,EQ-0851,PRY-0414,2024-03-18,20260405_211439,sistema_hsec
Rotura tubería,Alta,11.8,16580.09,EQ-1436,PRY-0210,2024-01-08,20260405_211439,sistema_hsec
Accidente,Baja,5.5,41724.75,EQ-1059,PRY-0450,2024-11-03,20260405_211439,sistema_hsec
Falla mecánica,Baja,7.9,19499.01,EQ-0633,PRY-0083,2024-10-09,20260405_211439,sistema_hsec
Deslizamiento,Alta,7.4,51778.09,EQ-0284,PRY-0472,2024-05-02,20260405_211439,sistema_hsec
Rotura tubería,Media,2.7,25946.27,EQ-1930,PRY-0152,2024-01-02,20260405_211439,sistema_hsec
Deslizamiento,BAJA,8.5,10718.97,EQ-1244,PRY-0165,2024-06-13,20260405_211439,sistema_hsec
Falla eléctrica,Media,7.7,51808.96,EQ-1012,PRY-0118,2024-09-22,20260405_211439,sistema_hsec
Falla eléctrica,critica,2.8,20830.77,EQ-1471,PRY-0104,2024-02-03,20260405_211439,sistema_hsec
Falla software,critica,11.9,39585.88,EQ-1754,PRY-0124,2024-05-20,20260405_211439,sistema_hsec
Falla mecánica,Media,6.8,26463.94,EQ-0561,PRY-0405,2024-06-04,20260405_211439,sistema_hsec
Falla software,Alta,-5.0,29727.75,EQ-1358,PRY-0062,2024-11-06,20260405_211439,sistema_hsec
Lluvia,Alta,7.8,26535.21,EQ-1522,PRY-0220,2024-03-31,20260405_211439,sistema_hsec
Rotura tubería,Media,13.1,14633.39,EQ-1263,PRY-0488,2024-10-24,20260405_211439,sistema_hsec
Rotura tubería,Media,0.1,49341.55,EQ-1953,PRY-0140,2024-01-27,20260405_211439,sistema_hsec
Rotura tubería,BAJA,7.5,22394.73,EQ-1741,PRY-0483,2024-11-24,20260405_211439,sistema_hsec
Accidente,Alta,7.5,26976.46,EQ-0833,PRY-0013,2024-10-21,20260405_211439,sistema_hsec
Falla mecánica,Alta,13.0,34958.72,EQ-0771,PRY-0191,2024-11-29,20260405_211439,sistema_hsec
Accidente,Alta,26.8,23029.7,EQ-0204,PRY-0476,2024-01-08,20260405_211439,sistema_hsec
Rotura tubería,Baja,0.5,20629.52,EQ-0577,PRY-0091,2024-01-17,20260405_211439,sistema_hsec
Lluvia,Media,8.3,39999.39,EQ-0456,PRY-0261,2024-04-28,20260405_211439,sistema_hsec
Falla software,Baja,11.7,34358.4,EQ-1597,PRY-0315,2024-03-24,20260405_211439,sistema_hsec
Falla mecánica,Baja,0.4,3304.01,EQ-1033,PRY-0427,2024-09-16,20260405_211439,sistema_hsec
