equipo_id,tipo_equipo,horas_trabajadas,combustible_L,estado,eficiencia_pct,fecha_registro,_ingested_at,_source
EQ-1471,Rodillo,371.4,3819.9,OPERATIVO,41.0,2024-09-22,20260405_172418,iot_telemetry
EQ-1594,Motoniveladora,2012.6,1130.1,null,61.5,2024-11-24,20260405_172418,iot_telemetry
EQ-0649,Pavimentadora,1931.7,3919.4,null,70.6,2024-08-31,20260405_172418,iot_telemetry
EQ-1840,Pavimentadora,1860.7,5257.2,Mantenimiento,90.1,2024-07-15,20260405_172418,iot_telemetry
EQ-0573,Grúa,1002.6,3192.9,En espera,75.9,2024-11-09,20260405_172418,iot_telemetry
EQ-1931,Retroexcavadora,1902.8,2798.1,null,77.5,2024-01-23,20260405_172418,iot_telemetry
EQ-0742,Compactadora,2000.4,2884.0,Operativo,100.6,2024-11-06,20260405_172418,iot_telemetry
EQ-1817,Pavimentadora,1373.9,3022.1,Operativo,45.7,2024-07-12,20260405_172418,iot_telemetry
EQ-0100,Motoniveladora,587.1,2800.6,Falla crítica,103.1,2024-04-15,20260405_172418,iot_telemetry
EQ-0441,Motoniveladora,542.7,1109.1,OPERATIVO,69.9,2024-12-18,20260405_172418,iot_telemetry
EQ-1040,Pavimentadora,1232.7,2366.2,En espera,100.6,2024-09-28,20260405_172418,iot_telemetry
EQ-0517,Excavadora,2024.3,4670.7,Operativo,52.5,2024-11-05,20260405_172418,iot_telemetry
EQ-1874,Volquete,1454.0,5251.9,En espera,95.7,2024-04-21,20260405_172418,iot_telemetry
EQ-0023,Excavadora,-1.0,5224.8,OPERATIVO,59.3,2024-08-25,20260405_172418,iot_telemetry
EQ-1762,Grúa,1961.6,2533.1,null,77.5,2024-08-25,20260405_172418,iot_telemetry
EQ-1053,Excavadora,704.6,356.4,En espera,53.1,2024-11-11,20260405_172418,iot_telemetry
EQ-0088,Grúa,1922.0,2992.0,Operativo,99.9,2024-01-02,20260405_172418,iot_telemetry
EQ-1276,Rodillo,1219.2,3692.2,En espera,91.5,2024-09-20,20260405_172418,iot_telemetry
EQ-0929,Rodillo,425.3,3986.4,Operativo,75.6,2024-10-24,20260405_172418,iot_telemetry
EQ-0561,Grúa,1515.8,4032.2,Falla crítica,70.0,2024-10-03,20260405_172418,iot_telemetry
EQ-0511,Excavadora,1597.7,4917.2,En espera,84.6,2024-02-07,20260405_172418,iot_telemetry
EQ-1722,Compactadora,2066.5,3542.4,En espera,88.7,2024-06-13,20260405_172418,iot_telemetry
EQ-1441,Rodillo,978.0,927.5,En espera,80.5,2024-01-04,20260405_172418,iot_telemetry
EQ-1388,Rodillo,1907.5,1896.2,En espera,88.4,2024-04-30,20260405_172418,iot_telemetry
EQ-1937,Rodillo,254.8,2182.7,Operativo,85.0,2024-03-19,20260405_172418,iot_telemetry
EQ-0254,Motoniveladora,2096.5,878.4,null,87.4,2024-10-26,20260405_172418,iot_telemetry
EQ-0479,Excavadora,1873.1,4327.5,Mantenimiento,79.4,2024-10-29,20260405_172418,iot_telemetry
EQ-0309,Compactadora,2151.1,4451.5,Mantenimiento,50.8,2024-11-28,20260405_172418,iot_telemetry
EQ-1326,Pavimentadora,728.8,951.5,Mantenimiento,94.2,2024-08-06,20260405_172418,iot_telemetry
EQ-1522,Compactadora,523.3,4233.5,En espera,81.7,2024-02-10,20260405_172418,iot_telemetry
EQ-1070,Pavimentadora,736.5,2321.2,OPERATIVO,73.9,2024-02-23,20260405_172418,iot_telemetry
EQ-0970,Compactadora,1944.3,1438.9,Operativo,45.7,2024-02-12,20260405_172418,iot_telemetry
EQ-1890,Pavimentadora,877.2,1039.6,Falla crítica,96.4,2024-01-24,20260405_172418,iot_telemetry
EQ-1142,Retroexcavadora,566.8,627.2,Mantenimiento,73.7,2024-01-14,20260405_172418,iot_telemetry
EQ-0020,Grúa,1816.0,3923.5,null,93.0,2024-07-24,20260405_172418,iot_telemetry
EQ-0041,Excavadora,2114.5,253.7,null,52.8,2024-09-23,20260405_172418,iot_telemetry
EQ-1616,Excavadora,471.7,1513.8,OPERATIVO,99.7,2024-06-11,20260405_172418,iot_telemetry
EQ-0947,Retroexcavadora,1787.2,446.5,null,47.2,2024-04-07,20260405_172418,iot_telemetry
EQ-1984,Retroexcavadora,2082.5,4053.9,OPERATIVO,53.2,2024-08-05,20260405_172418,iot_telemetry
EQ-0369,Rodillo,1324.0,227.0,Mantenimiento,60.5,2024-06-17,20260405_172418,iot_telemetry
EQ-1324,Pavimentadora,762.1,341.1,Falla crítica,49.5,2024-04-22,20260405_172418,iot_telemetry
EQ-0956,Motoniveladora,1427.9,2817.1,Falla crítica,88.4,2024-08-21,20260405_172418,iot_telemetry
EQ-1931,Pavimentadora,1959.7,320.3,Mantenimiento,94.2,2024-10-29,20260405_172418,iot_telemetry
EQ-1905,Pavimentadora,730.3,1999.2,null,95.3,2024-05-21,20260405_172418,iot_telemetry
EQ-0391,Pavimentadora,1861.3,5479.3,Mantenimiento,42.4,2024-05-28,20260405_172418,iot_telemetry
EQ-1182,Motoniveladora,954.3,3831.4,Falla crítica,80.8,2024-11-28,20260405_172418,iot_telemetry
EQ-0211,Motoniveladora,1609.4,5496.6,OPERATIVO,44.5,2024-06-02,20260405_172418,iot_telemetry
EQ-1569,Excavadora,1068.8,4621.4,En espera,100.7,2024-10-06,20260405_172418,iot_telemetry
EQ-0653,Volquete,2112.7,1476.4,Falla crítica,59.2,2024-06-13,20260405_172418,iot_telemetry
EQ-1356,Motoniveladora,1134.0,4146.1,Falla crítica,82.3,2024-09-08,20260405_172418,iot_telemetry
EQ-0654,Grúa,1166.0,4590.6,Mantenimiento,95.0,2024-10-08,20260405_172418,iot_telemetry
EQ-0986,Excavadora,485.5,1869.4,Mantenimiento,80.4,2024-12-01,20260405_172418,iot_telemetry
EQ-1663,Compactadora,896.9,4369.7,En espera,91.5,2024-12-20,20260405_172418,iot_telemetry
EQ-1779,Compactadora,1443.9,5484.8,OPERATIVO,71.7,2024-09-13,20260405_172418,iot_telemetry
EQ-0998,Grúa,220.3,1935.7,En espera,47.7,2024-06-04,20260405_172418,iot_telemetry
EQ-0467,Compactadora,747.4,698.3,En espera,56.5,2024-12-08,20260405_172418,iot_telemetry
EQ-1981,Grúa,2114.9,3446.3,Operativo,76.3,2024-03-01,20260405_172418,iot_telemetry
EQ-0065,Grúa,1364.8,3018.2,null,48.5,2024-01-06,20260405_172418,iot_telemetry
EQ-1750,Volquete,797.1,1179.1,Falla crítica,73.6,2024-11-14,20260405_172418,iot_telemetry
EQ-0601,Motoniveladora,2082.5,5418.2,Operativo,68.3,2024-07-10,20260405_172418,iot_telemetry
EQ-1597,Excavadora,1517.6,1798.7,En espera,87.8,2024-05-14,20260405_172418,iot_telemetry
EQ-0786,Excavadora,879.3,3718.0,OPERATIVO,80.0,2024-11-07,20260405_172418,iot_telemetry
EQ-1218,Retroexcavadora,155.5,1092.9,Operativo,92.0,2024-06-29,20260405_172418,iot_telemetry
EQ-1038,Motoniveladora,1105.2,5323.3,Operativo,64.2,2024-01-21,20260405_172418,iot_telemetry
EQ-0939,Motoniveladora,121.6,1060.7,Operativo,104.9,2024-01-03,20260405_172418,iot_telemetry
EQ-0006,Grúa,1479.5,4907.6,Operativo,75.7,2024-07-26,20260405_172418,iot_telemetry
EQ-0478,Pavimentadora,1484.1,629.5,En espera,89.8,2024-11-06,20260405_172418,iot_telemetry
EQ-0275,Compactadora,1902.6,5169.1,OPERATIVO,74.5,2024-04-01,20260405_172418,iot_telemetry
EQ-1122,Rodillo,590.4,1564.1,Falla crítica,54.8,2024-04-11,20260405_172418,iot_telemetry
EQ-0953,Compactadora,1695.9,3118.3,OPERATIVO,81.4,2024-12-27,20260405_172418,iot_telemetry
EQ-0796,Excavadora,1315.4,748.1,Mantenimiento,41.5,2024-04-17,20260405_172418,iot_telemetry
EQ-1510,Grúa,1213.0,4880.9,Falla crítica,43.8,2024-09-27,20260405_172418,iot_telemetry
EQ-1085,Grúa,173.1,1163.6,null,62.8,2024-02-02,20260405_172418,iot_telemetry
EQ-0111,Excavadora,1519.7,2235.5,En espera,84.7,2024-04-03,20260405_172418,iot_telemetry
EQ-0981,Volquete,431.0,1378.9,Mantenimiento,72.8,2024-11-27,20260405_172418,iot_telemetry
EQ-1734,Compactadora,518.6,4032.2,null,47.6,2024-07-10,20260405_172418,iot_telemetry
EQ-1475,Retroexcavadora,41.1,915.8,OPERATIVO,57.9,2024-09-17,20260405_172418,iot_telemetry
EQ-1472,Compactadora,1084.4,5401.0,null,97.0,2024-02-13,20260405_172418,iot_telemetry
EQ-0384,Compactadora,1213.8,4460.6,Operativo,44.2,2024-03-11,20260405_172418,iot_telemetry
EQ-1716,Compactadora,1746.6,2990.1,Operativo,58.1,2024-02-12,20260405_172418,iot_telemetry
EQ-1367,Pavimentadora,385.8,1560.9,Operativo,84.5,2024-05-31,20260405_172418,iot_telemetry
EQ-0598,Motoniveladora,1582.9,3051.1,OPERATIVO,41.8,2024-07-23,20260405_172418,iot_telemetry
EQ-0600,Motoniveladora,608.0,3062.8,Mantenimiento,94.9,2024-04-26,20260405_172418,iot_telemetry
EQ-1481,Compactadora,1004.4,1488.7,Falla crítica,40.4,2024-03-27,20260405_172418,iot_telemetry
EQ-1557,Grúa,584.1,3626.9,En espera,62.4,2024-12-02,20260405_172418,iot_telemetry
EQ-0731,Excavadora,1073.2,1346.3,Operativo,83.5,2024-01-19,20260405_172418,iot_telemetry
EQ-0881,Compactadora,1849.4,1984.9,Mantenimiento,57.2,2024-05-21,20260405_172418,iot_telemetry
EQ-0092,Compactadora,64.3,2718.4,OPERATIVO,82.6,2024-06-05,20260405_172418,iot_telemetry
EQ-1494,Pavimentadora,1787.2,2129.5,Mantenimiento,58.4,2024-10-22,20260405_172418,iot_telemetry
EQ-0409,Compactadora,1727.6,2325.2,Operativo,59.0,2024-02-19,20260405_172418,iot_telemetry
EQ-1375,Retroexcavadora,880.6,3115.1,Mantenimiento,56.2,2024-04-20,20260405_172418,iot_telemetry
EQ-1501,Compactadora,1330.7,1112.4,En espera,45.5,2024-09-04,20260405_172418,iot_telemetry
EQ-1977,Pavimentadora,1769.3,2905.3,null,82.9,2024-06-07,20260405_172418,iot_telemetry
EQ-0876,Compactadora,635.1,2467.9,OPERATIVO,76.4,2024-02-12,20260405_172418,iot_telemetry
EQ-1664,Retroexcavadora,485.3,1043.6,OPERATIVO,98.4,2024-05-07,20260405_172418,iot_telemetry
EQ-0551,Retroexcavadora,1348.3,2924.9,null,80.4,2024-08-12,20260405_172418,iot_telemetry
EQ-1703,Excavadora,146.4,2249.7,Falla crítica,52.2,2024-02-21,20260405_172418,iot_telemetry
EQ-0146,Grúa,1247.3,1184.3,Falla crítica,59.4,2024-02-12,20260405_172418,iot_telemetry
EQ-0266,Retroexcavadora,2036.1,3368.8,Falla crítica,63.9,2024-01-01,20260405_172418,iot_telemetry
EQ-1012,Compactadora,433.0,4618.3,Operativo,55.3,2024-07-30,20260405_172418,iot_telemetry
EQ-0697,Rodillo,2143.5,4471.3,null,56.5,2024-05-04,20260405_172418,iot_telemetry
EQ-0012,Rodillo,5.9,1183.9,null,57.4,2024-10-30,20260405_172418,iot_telemetry
EQ-0593,Retroexcavadora,1214.1,3542.8,Operativo,76.6,2024-12-03,20260405_172418,iot_telemetry
EQ-0590,Volquete,1188.7,3838.5,En espera,92.3,2024-09-04,20260405_172418,iot_telemetry
EQ-1814,Excavadora,37.0,5412.0,Mantenimiento,88.7,2024-07-31,20260405_172418,iot_telemetry
EQ-0852,Rodillo,2021.0,1559.0,Falla crítica,73.0,2024-01-03,20260405_172418,iot_telemetry
EQ-1816,Compactadora,2018.8,4036.4,Operativo,61.2,2024-10-22,20260405_172418,iot_telemetry
EQ-0997,Grúa,2179.6,3135.5,Mantenimiento,73.0,2024-03-29,20260405_172418,iot_telemetry
EQ-0496,Volquete,1434.8,1627.0,OPERATIVO,51.7,2024-01-30,20260405_172418,iot_telemetry
EQ-0628,Volquete,1299.9,1105.8,Operativo,96.8,2024-05-23,20260405_172418,iot_telemetry
EQ-1495,Volquete,2178.4,4121.7,Operativo,86.5,2024-09-22,20260405_172418,iot_telemetry
EQ-1341,Retroexcavadora,680.7,4821.3,En espera,97.7,2024-06-29,20260405_172418,iot_telemetry
EQ-0779,Rodillo,2182.9,2937.4,null,54.2,2024-11-06,20260405_172418,iot_telemetry
EQ-0944,Compactadora,1668.9,2190.9,Falla crítica,48.1,2024-07-15,20260405_172418,iot_telemetry
EQ-1273,Pavimentadora,1471.2,1465.0,Operativo,56.3,2024-09-11,20260405_172418,iot_telemetry
EQ-1585,Pavimentadora,344.3,5179.5,Mantenimiento,41.9,2024-11-01,20260405_172418,iot_telemetry
EQ-1480,Grúa,1205.1,1060.7,Mantenimiento,79.1,2024-08-07,20260405_172418,iot_telemetry
EQ-0924,Retroexcavadora,574.1,1259.2,Falla crítica,47.7,2024-11-27,20260405_172418,iot_telemetry
EQ-0652,Excavadora,1411.9,907.3,Mantenimiento,82.9,2024-03-20,20260405_172418,iot_telemetry
EQ-0377,Volquete,1479.0,1076.2,En espera,78.7,2024-12-16,20260405_172418,iot_telemetry
EQ-0165,Grúa,93.7,2469.9,Operativo,53.8,2024-07-22,20260405_172418,iot_telemetry
EQ-0362,Rodillo,968.6,210.0,Falla crítica,47.3,2024-02-17,20260405_172418,iot_telemetry
EQ-0467,Compactadora,30.7,2253.4,null,53.8,2024-09-21,20260405_172418,iot_telemetry
EQ-0504,Retroexcavadora,1990.9,3721.0,Falla crítica,57.2,2024-01-27,20260405_172418,iot_telemetry
EQ-0239,Pavimentadora,1422.2,156.0,En espera,83.8,2024-07-25,20260405_172418,iot_telemetry
EQ-1320,Rodillo,1948.1,836.7,OPERATIVO,97.6,2024-06-27,20260405_172418,iot_telemetry
EQ-1114,Volquete,911.9,892.5,Operativo,54.1,2024-10-20,20260405_172418,iot_telemetry
EQ-1322,Excavadora,1498.8,2396.8,OPERATIVO,83.6,2024-08-29,20260405_172418,iot_telemetry
EQ-0182,Excavadora,99.5,2251.1,Mantenimiento,58.3,2024-06-17,20260405_172418,iot_telemetry
EQ-0131,Grúa,781.4,788.7,Operativo,100.8,2024-12-27,20260405_172418,iot_telemetry
EQ-0990,Grúa,1705.1,3727.8,En espera,65.1,2024-02-26,20260405_172418,iot_telemetry
EQ-0086,Excavadora,1318.4,3679.0,En espera,71.2,2024-05-13,20260405_172418,iot_telemetry
EQ-1487,Volquete,174.7,1495.0,Mantenimiento,86.6,2024-10-15,20260405_172418,iot_telemetry
EQ-0327,Compactadora,1077.5,62.5,En espera,70.3,2024-10-28,20260405_172418,iot_telemetry
EQ-1717,Rodillo,74.3,4826.7,OPERATIVO,66.2,2024-01-04,20260405_172418,iot_telemetry
EQ-1644,Retroexcavadora,93.7,805.6,En espera,85.7,2024-09-18,20260405_172418,iot_telemetry
EQ-0519,Grúa,604.0,5396.8,Operativo,69.1,2024-12-07,20260405_172418,iot_telemetry
EQ-1522,Rodillo,213.8,2327.2,null,67.7,2024-12-11,20260405_172418,iot_telemetry
EQ-0919,Volquete,2019.6,4375.9,null,100.3,2024-04-16,20260405_172418,iot_telemetry
EQ-1599,Pavimentadora,1298.1,2025.3,OPERATIVO,98.0,2024-05-27,20260405_172418,iot_telemetry
EQ-1832,Pavimentadora,1741.7,3225.8,En espera,63.5,2024-10-11,20260405_172418,iot_telemetry
EQ-0961,Volquete,862.9,3829.7,Mantenimiento,52.5,2024-03-11,20260405_172418,iot_telemetry
EQ-0040,Compactadora,489.2,3258.3,En espera,48.0,2024-02-24,20260405_172418,iot_telemetry
EQ-1288,Pavimentadora,2031.1,3202.4,En espera,45.4,2024-01-09,20260405_172418,iot_telemetry
EQ-1165,Retroexcavadora,1881.1,2894.5,Falla crítica,103.8,2024-12-07,20260405_172418,iot_telemetry
EQ-0847,Pavimentadora,1950.3,4467.1,OPERATIVO,52.1,2024-05-27,20260405_172418,iot_telemetry
EQ-1973,Retroexcavadora,1173.3,131.0,Operativo,98.4,2024-08-31,20260405_172418,iot_telemetry
EQ-1442,Excavadora,1659.1,2144.9,Mantenimiento,87.9,2024-12-13,20260405_172418,iot_telemetry
EQ-0912,Retroexcavadora,1554.7,1595.6,OPERATIVO,77.6,2024-07-25,20260405_172418,iot_telemetry
EQ-0916,Retroexcavadora,2138.2,4251.9,Operativo,65.9,2024-06-24,20260405_172418,iot_telemetry
EQ-0607,Pavimentadora,1084.4,2243.9,En espera,79.5,2024-04-30,20260405_172418,iot_telemetry
EQ-0295,Pavimentadora,2049.1,4860.1,OPERATIVO,68.0,2024-12-07,20260405_172418,iot_telemetry
EQ-0432,Compactadora,1083.8,187.1,null,58.3,2024-11-20,20260405_172418,iot_telemetry
EQ-0222,Pavimentadora,1225.9,4946.2,null,55.0,2024-07-07,20260405_172418,iot_telemetry
EQ-1113,Excavadora,1490.1,197.1,Falla crítica,79.2,2024-08-23,20260405_172418,iot_telemetry
EQ-1702,Volquete,1999.4,600.1,Falla crítica,62.0,2024-05-14,20260405_172418,iot_telemetry
EQ-1956,Motoniveladora,1518.0,75.6,OPERATIVO,79.3,2024-06-21,20260405_172418,iot_telemetry
EQ-1169,Motoniveladora,1295.9,487.9,Operativo,91.3,2024-05-11,20260405_172418,iot_telemetry
EQ-1731,Volquete,167.6,2858.3,OPERATIVO,53.7,2024-07-25,20260405_172418,iot_telemetry
EQ-0600,Compactadora,1867.4,1384.9,null,54.2,2024-03-15,20260405_172418,iot_telemetry
EQ-1879,Volquete,1905.5,2194.6,En espera,93.0,2024-02-06,20260405_172418,iot_telemetry
EQ-0757,Rodillo,2066.5,1409.9,OPERATIVO,65.5,2024-09-17,20260405_172418,iot_telemetry
EQ-0495,Pavimentadora,1040.2,1168.1,Operativo,42.5,2024-07-13,20260405_172418,iot_telemetry
EQ-1108,Retroexcavadora,706.9,1206.4,Falla crítica,90.0,2024-07-22,20260405_172418,iot_telemetry
EQ-1860,Compactadora,1059.3,1237.2,Falla crítica,49.7,2024-02-27,20260405_172418,iot_telemetry
EQ-1178,Compactadora,-1.0,172.0,En espera,40.7,2024-06-23,20260405_172418,iot_telemetry
EQ-0771,Rodillo,2099.5,2073.1,En espera,75.8,2024-01-21,20260405_172418,iot_telemetry
EQ-0325,Retroexcavadora,2109.2,2884.2,Falla crítica,65.6,2024-11-25,20260405_172418,iot_telemetry
EQ-0377,Retroexcavadora,1174.5,1921.5,En espera,87.7,2024-12-22,20260405_172418,iot_telemetry
EQ-0682,Excavadora,1973.5,400.1,Falla crítica,85.4,2024-07-06,20260405_172418,iot_telemetry
EQ-1655,Pavimentadora,2178.9,4355.6,Falla crítica,101.1,2024-09-17,20260405_172418,iot_telemetry
EQ-0981,Retroexcavadora,715.2,1213.3,OPERATIVO,96.3,2024-10-15,20260405_172418,iot_telemetry
EQ-1255,Motoniveladora,1402.9,1274.1,null,76.1,2024-07-08,20260405_172418,iot_telemetry
EQ-1071,Excavadora,834.3,3161.1,null,60.8,2024-04-26,20260405_172418,iot_telemetry
EQ-1119,Motoniveladora,112.3,2957.1,OPERATIVO,45.4,2024-03-16,20260405_172418,iot_telemetry
EQ-1649,Rodillo,1149.9,2123.7,En espera,56.3,2024-12-12,20260405_172418,iot_telemetry
EQ-1256,Pavimentadora,327.4,1945.5,Mantenimiento,101.4,2024-06-30,20260405_172418,iot_telemetry
EQ-0082,Pavimentadora,395.9,2035.0,En espera,67.6,2024-09-21,20260405_172418,iot_telemetry
EQ-0740,Rodillo,1603.1,1109.9,En espera,77.4,2024-03-27,20260405_172418,iot_telemetry
EQ-0202,Retroexcavadora,1025.3,4265.7,En espera,90.9,2024-11-30,20260405_172418,iot_telemetry
EQ-1434,Excavadora,1170.0,3502.7,Mantenimiento,97.2,2024-10-05,20260405_172418,iot_telemetry
EQ-1600,Volquete,1593.5,329.6,Mantenimiento,46.8,2024-06-07,20260405_172418,iot_telemetry
EQ-0460,Volquete,885.0,973.1,null,65.8,2024-09-10,20260405_172418,iot_telemetry
EQ-0534,Motoniveladora,1944.3,3471.0,OPERATIVO,91.8,2024-03-30,20260405_172418,iot_telemetry
EQ-1798,Volquete,1873.6,1537.2,null,97.7,2024-01-29,20260405_172418,iot_telemetry
EQ-0079,Pavimentadora,628.0,1076.2,En espera,44.3,2024-08-23,20260405_172418,iot_telemetry
EQ-1497,Grúa,393.0,2248.4,Falla crítica,100.1,2024-07-05,20260405_172418,iot_telemetry
EQ-0142,Compactadora,1271.3,3096.4,Operativo,52.6,2024-06-26,20260405_172418,iot_telemetry
EQ-1603,Compactadora,214.1,689.5,Operativo,92.3,2024-11-12,20260405_172418,iot_telemetry
EQ-0791,Grúa,613.0,1685.7,OPERATIVO,41.6,2024-12-23,20260405_172418,iot_telemetry
EQ-1916,Retroexcavadora,247.5,3474.3,null,69.2,2024-11-26,20260405_172418,iot_telemetry
EQ-0476,Compactadora,360.5,4664.8,Falla crítica,101.0,2024-03-04,20260405_172418,iot_telemetry
EQ-0915,Grúa,871.3,673.4,Mantenimiento,77.8,2024-11-04,20260405_172418,iot_telemetry
EQ-1124,Rodillo,188.3,1038.0,Operativo,73.0,2024-03-03,20260405_172418,iot_telemetry
EQ-0150,Volquete,280.6,4900.3,En espera,69.3,2024-05-18,20260405_172418,iot_telemetry
EQ-1867,Retroexcavadora,1401.4,4163.3,Falla crítica,50.5,2024-03-27,20260405_172418,iot_telemetry
EQ-0257,Excavadora,981.9,1492.7,null,72.7,2024-08-05,20260405_172418,iot_telemetry
EQ-0875,Retroexcavadora,430.1,3825.8,Operativo,65.3,2024-03-15,20260405_172418,iot_telemetry
EQ-1118,Pavimentadora,1299.5,1561.5,Mantenimiento,62.3,2024-06-07,20260405_172418,iot_telemetry
EQ-1812,Retroexcavadora,759.6,1748.8,OPERATIVO,97.2,2024-01-06,20260405_172418,iot_telemetry
EQ-1703,Retroexcavadora,475.1,3661.9,Falla crítica,44.9,2024-04-30,20260405_172418,iot_telemetry
EQ-1143,Volquete,951.1,2094.7,Operativo,56.7,2024-09-07,20260405_172418,iot_telemetry
EQ-0501,Motoniveladora,424.0,5163.5,null,87.9,2024-12-29,20260405_172418,iot_telemetry
EQ-0369,Volquete,465.0,601.6,Mantenimiento,43.2,2024-01-26,20260405_172418,iot_telemetry
EQ-1719,Retroexcavadora,1376.7,3838.5,Operativo,56.9,2024-07-17,20260405_172418,iot_telemetry
EQ-0790,Rodillo,521.1,3323.1,En espera,97.6,2024-07-16,20260405_172418,iot_telemetry
EQ-0409,Excavadora,-1.0,676.9,null,58.1,2024-12-14,20260405_172418,iot_telemetry
EQ-0217,Compactadora,1789.2,3724.1,null,58.9,2024-03-21,20260405_172418,iot_telemetry
EQ-0190,Excavadora,125.3,2639.1,null,84.4,2024-10-28,20260405_172418,iot_telemetry
EQ-0317,Excavadora,824.8,2421.0,OPERATIVO,80.6,2024-10-05,20260405_172418,iot_telemetry
EQ-1624,Retroexcavadora,1360.5,740.4,null,82.2,2024-07-04,20260405_172418,iot_telemetry
EQ-0648,Retroexcavadora,1273.1,2483.8,Operativo,96.7,2024-08-09,20260405_172418,iot_telemetry
EQ-1754,Retroexcavadora,1763.1,135.3,En espera,79.2,2024-03-31,20260405_172418,iot_telemetry
EQ-1888,Compactadora,302.6,3075.7,En espera,40.2,2024-02-03,20260405_172418,iot_telemetry
EQ-0390,Volquete,431.8,1527.3,null,70.3,2024-09-27,20260405_172418,iot_telemetry
EQ-1556,Compactadora,2137.0,2969.7,Mantenimiento,98.0,2024-04-22,20260405_172418,iot_telemetry
EQ-1044,Retroexcavadora,1541.1,3734.9,OPERATIVO,68.1,2024-10-20,20260405_172418,iot_telemetry
EQ-0423,Grúa,1972.8,1191.3,null,58.2,2024-05-01,20260405_172418,iot_telemetry
EQ-1692,Motoniveladora,1812.0,3577.8,Falla crítica,71.7,2024-11-03,20260405_172418,iot_telemetry
EQ-0691,Compactadora,272.7,861.4,Mantenimiento,98.4,2024-08-27,20260405_172418,iot_telemetry
EQ-0726,Motoniveladora,948.3,3044.1,Falla crítica,85.4,2024-11-28,20260405_172418,iot_telemetry
EQ-0379,Compactadora,909.4,3015.0,OPERATIVO,64.2,2024-07-04,20260405_172418,iot_telemetry
EQ-0394,Motoniveladora,1819.1,3885.4,Operativo,62.5,2024-07-20,20260405_172418,iot_telemetry
EQ-0186,Grúa,1649.9,4508.1,En espera,103.3,2024-08-09,20260405_172418,iot_telemetry
EQ-0971,Rodillo,1474.9,1914.2,OPERATIVO,53.7,2024-01-23,20260405_172418,iot_telemetry
EQ-0792,Volquete,677.4,3107.7,Falla crítica,44.3,2024-12-28,20260405_172418,iot_telemetry
EQ-1367,Grúa,1832.6,3522.8,null,85.9,2024-07-11,20260405_172418,iot_telemetry
EQ-0698,Retroexcavadora,102.7,62.8,Operativo,91.2,2024-02-24,20260405_172418,iot_telemetry
EQ-1557,Compactadora,480.5,294.0,Operativo,81.6,2024-03-04,20260405_172418,iot_telemetry
EQ-1960,Retroexcavadora,452.3,2003.8,Falla crítica,43.2,2024-11-06,20260405_172418,iot_telemetry
EQ-0648,Pavimentadora,123.6,1648.5,Mantenimiento,44.7,2024-02-14,20260405_172418,iot_telemetry
EQ-0601,Grúa,1465.1,2849.7,En espera,89.7,2024-01-28,20260405_172418,iot_telemetry
EQ-0790,Grúa,2004.8,3427.7,En espera,46.2,2024-08-25,20260405_172418,iot_telemetry
EQ-0810,Pavimentadora,1262.4,2980.9,En espera,91.1,2024-01-27,20260405_172418,iot_telemetry
EQ-1686,Motoniveladora,37.9,3511.1,Falla crítica,55.0,2024-09-07,20260405_172418,iot_telemetry
EQ-0440,Volquete,1387.8,4969.7,null,104.9,2024-05-05,20260405_172418,iot_telemetry
EQ-0752,Grúa,557.2,2466.2,Falla crítica,44.4,2024-10-15,20260405_172418,iot_telemetry
EQ-1480,Motoniveladora,435.7,1227.1,En espera,53.6,2024-12-18,20260405_172418,iot_telemetry
EQ-1408,Excavadora,707.0,4527.5,null,66.8,2024-05-06,20260405_172418,iot_telemetry
EQ-1954,Retroexcavadora,297.1,2392.3,En espera,74.0,2024-07-06,20260405_172418,iot_telemetry
EQ-0884,Grúa,1495.6,5164.9,OPERATIVO,92.8,2024-03-20,20260405_172418,iot_telemetry
EQ-1014,Motoniveladora,423.8,3478.0,En espera,88.4,2024-10-28,20260405_172418,iot_telemetry
EQ-0716,Compactadora,70.8,5356.6,Falla crítica,61.8,2024-02-27,20260405_172418,iot_telemetry
EQ-1032,Motoniveladora,5.3,2101.1,OPERATIVO,53.6,2024-07-21,20260405_172418,iot_telemetry
EQ-0263,Retroexcavadora,1438.2,1598.7,OPERATIVO,95.7,2024-11-14,20260405_172418,iot_telemetry
EQ-1466,Pavimentadora,923.3,2228.2,En espera,47.0,2024-02-24,20260405_172418,iot_telemetry
EQ-1959,Retroexcavadora,1980.2,3389.7,En espera,80.6,2024-02-28,20260405_172418,iot_telemetry
EQ-0495,Excavadora,1752.1,2773.2,null,88.0,2024-09-13,20260405_172418,iot_telemetry
EQ-0654,Pavimentadora,1506.4,5189.4,Falla crítica,90.4,2024-06-10,20260405_172418,iot_telemetry
EQ-1283,Excavadora,2095.3,1654.9,En espera,84.4,2024-11-14,20260405_172418,iot_telemetry
EQ-0164,Volquete,471.7,4787.9,Falla crítica,71.2,2024-03-06,20260405_172418,iot_telemetry
EQ-1094,Grúa,1467.9,2988.3,Mantenimiento,93.3,2024-10-11,20260405_172418,iot_telemetry
EQ-0917,Pavimentadora,1094.4,5344.8,Operativo,91.4,2024-10-21,20260405_172418,iot_telemetry
EQ-0221,Motoniveladora,1037.8,1752.9,En espera,88.5,2024-02-13,20260405_172418,iot_telemetry
EQ-0351,Grúa,1113.7,1316.6,Operativo,42.0,2024-06-29,20260405_172418,iot_telemetry
